user_id,Victory_Royale,Elimination_Milestones,Survival_Achievements,Building_Resources,Exploration_Travel,Weapon_Usage,Assist_Teammates,Event_Challenges,Creative_Mode,Social_Achievements
1060,False,False,False,False,True,True,True,False,True,False
1061,False,True,False,True,False,False,True,True,True,False
1062,False,True,True,False,False,False,False,False,True,True
1063,True,False,True,True,True,False,True,False,True,True
1064,True,True,False,True,False,False,True,False,True,True
1065,False,False,False,True,True,False,True,False,False,False
1066,True,True,True,False,True,True,True,False,False,False
1067,False,False,False,False,False,False,False,True,True,True
1068,True,True,False,True,False,False,True,False,True,False
1069,True,True,False,True,True,True,False,True,True,False
1070,False,True,False,False,False,True,False,True,False,True
1071,True,False,False,False,False,True,True,False,True,True
1072,False,True,False,False,True,False,True,True,False,True
1073,False,False,False,True,False,False,False,True,True,True
1074,False,False,True,True,True,True,False,True,True,True
1075,False,True,True,False,False,True,False,True,True,False
1076,False,True,True,False,False,False,False,True,False,False
1077,False,False,False,True,False,True,False,True,False,False
1078,True,True,False,False,True,True,True,True,True,False
1079,True,False,True,False,False,False,True,True,False,True
1080,False,True,False,False,True,True,False,False,False,False
1081,False,False,False,True,False,True,True,False,True,True
1082,False,False,True,True,False,False,False,False,False,False
1083,True,False,True,True,True,False,False,False,True,True
1084,False,False,True,True,False,False,False,False,False,False
1085,False,True,False,True,False,True,False,True,False,False
1086,True,True,True,False,False,True,False,True,False,False
1087,False,False,False,True,False,False,False,False,True,False
1088,False,True,True,False,False,False,True,False,True,True
1089,True,False,True,False,False,False,False,False,False,True
1090,True,False,True,False,True,False,True,False,False,False
1091,False,True,True,False,False,True,True,True,True,False
1092,False,False,False,True,False,True,True,True,False,True
1093,False,False,False,False,False,False,True,False,False,True
1094,True,True,False,False,True,False,True,True,True,True
1095,False,False,True,True,True,True,True,False,False,False
1096,False,True,True,False,False,False,True,False,True,True
1097,False,False,True,False,True,True,False,False,True,False
1098,True,False,True,False,False,False,True,False,False,True
1099,False,True,False,True,False,True,True,True,False,True
1100,False,True,False,True,False,False,True,True,False,True
1101,False,False,True,True,True,True,True,False,True,True
1102,True,False,True,False,False,True,False,True,False,False
1103,False,False,True,True,True,False,False,False,True,False
1104,True,True,False,False,False,True,False,True,True,False
1105,True,True,True,False,True,False,False,False,False,False
1106,False,False,False,True,True,True,True,True,False,False
1107,False,False,False,True,False,False,False,False,False,False
1108,True,True,False,False,True,True,True,False,False,False
1109,False,True,True,False,False,True,True,False,True,False
1110,False,True,True,True,False,True,False,False,False,True
1111,True,True,False,True,False,True,True,False,False,True
1112,False,False,False,False,True,True,True,True,False,True
1113,False,True,True,True,False,True,False,False,True,True
1114,False,False,True,False,False,False,False,True,False,False
1115,True,False,False,False,False,False,True,False,True,False
1116,False,True,True,True,True,False,False,False,False,False
1117,False,True,False,True,True,True,True,False,False,True
1118,False,False,False,True,True,True,False,True,False,False
1119,True,True,False,False,True,False,True,True,True,True
1120,False,False,True,True,True,False,True,False,True,True
1121,False,True,False,True,False,False,False,True,False,True
1122,True,True,True,False,False,False,True,False,False,True
1123,True,True,True,False,True,False,True,True,True,True
1124,False,True,False,True,False,False,True,True,True,False
1125,False,True,False,False,True,True,False,True,True,True
1126,False,False,True,True,False,False,False,True,False,True
1127,False,True,True,True,False,True,False,True,True,False
1128,True,True,False,True,False,True,False,False,False,True
1129,False,True,False,True,True,True,False,True,False,False
1130,False,False,True,False,False,True,False,False,True,True
1131,True,True,False,False,True,False,False,False,False,True
1132,True,True,False,False,False,True,True,False,True,True
1133,False,True,True,True,True,True,True,False,False,False
1134,False,True,False,True,False,False,True,False,True,False
1135,False,True,True,True,True,False,True,True,False,False
1136,False,False,False,False,True,True,True,True,False,False
1137,True,False,False,False,True,False,True,False,True,True
1138,True,True,True,False,True,True,False,True,True,True
1139,True,False,False,False,False,True,True,True,True,True
1140,True,False,True,False,True,False,False,True,True,False
1141,True,False,True,False,True,False,False,True,False,False
1142,False,True,False,False,True,True,False,True,False,True
1143,False,False,True,True,False,False,False,True,True,False
1144,False,False,False,False,True,True,False,False,False,False
1145,True,True,True,False,False,True,False,False,False,False
1146,False,True,False,False,True,True,False,False,False,True
1147,True,False,False,True,False,True,False,True,True,False
1148,False,False,False,False,True,False,True,False,True,False
1149,True,True,False,False,False,True,True,False,False,True
1150,True,True,False,True,True,False,False,True,True,True
1151,True,False,True,False,True,False,False,True,True,False
1152,True,False,False,False,True,False,False,False,False,True
1153,True,True,False,True,True,False,False,True,False,False
1154,False,False,False,True,True,True,True,True,True,False
1155,True,False,False,False,True,True,True,True,False,True
1156,False,False,True,True,True,False,True,True,False,True
1157,False,True,True,False,True,False,True,False,True,False
1158,False,False,True,True,True,True,True,True,False,False
1159,False,True,True,False,False,True,True,True,True,True
1160,False,True,False,True,True,True,False,True,False,True
1161,True,True,True,True,True,True,False,True,False,False
1162,True,False,True,True,True,False,True,True,False,True
1163,False,True,True,True,True,True,False,False,False,False
1164,True,True,True,True,True,True,False,False,True,True
1165,True,True,True,True,False,True,False,False,True,False
1166,True,False,True,False,False,True,True,False,True,False
1167,False,False,False,True,True,False,False,True,False,False
1168,True,True,False,True,True,False,False,False,False,True
1169,False,False,True,False,False,True,False,True,True,True
1170,True,False,False,False,False,False,False,True,False,True
1171,False,False,True,False,False,True,False,True,False,True
1172,True,True,True,True,True,False,True,False,True,True
1173,False,True,False,True,True,True,True,True,True,True
1174,False,False,False,True,True,False,True,False,False,False
1175,False,False,False,True,True,True,True,True,False,True
1176,True,False,False,True,True,True,False,True,False,False
1177,True,False,True,False,True,False,False,False,False,True
1178,True,True,True,False,True,True,True,False,True,False
1179,True,False,False,False,True,True,True,False,False,True
1180,False,True,False,False,True,True,True,True,False,True
1181,True,False,True,False,True,False,False,True,False,True
1182,True,False,True,True,False,True,False,False,True,False
1183,True,False,True,True,False,True,False,True,False,False
1184,True,False,False,True,False,False,False,False,True,True
1185,True,False,False,True,True,False,False,False,False,False
1186,False,True,False,False,True,True,False,True,False,True
1187,True,False,True,True,False,True,False,False,False,False
1188,True,True,False,False,False,False,False,True,False,False
1189,True,False,True,False,False,True,True,False,False,False
1190,True,False,False,False,False,False,False,False,False,False
1191,True,False,False,False,False,True,True,True,True,False
1192,True,True,False,False,False,False,False,False,True,False
1193,True,False,False,True,True,True,False,False,True,True
1194,False,False,True,False,True,False,True,True,True,True
1195,False,False,True,True,True,True,False,True,False,True
1196,False,True,True,False,False,True,False,True,False,True
1197,False,False,False,False,True,False,False,False,True,True
1198,True,True,True,True,True,True,False,True,False,False
1199,False,False,True,False,True,False,False,True,True,False
1200,False,True,False,False,False,False,False,True,True,True
1201,False,True,True,False,False,False,False,True,True,True
1202,True,False,True,True,True,True,True,False,False,False
1203,True,False,False,False,False,True,False,True,True,False
1204,True,True,True,False,True,True,False,True,False,False
1205,True,True,False,False,False,True,False,True,False,True
1206,False,False,False,False,True,False,False,True,True,False
1207,True,True,False,False,False,True,True,False,False,False
1208,True,False,False,True,True,True,False,True,False,False
1209,True,False,False,True,True,False,True,True,True,False
1210,True,True,False,False,False,False,True,False,True,False
1211,False,False,True,True,False,False,False,False,False,True
1212,True,True,True,False,False,True,False,True,True,True
1213,False,False,False,False,False,False,False,True,False,True
1214,True,False,True,False,False,True,False,True,True,False
1215,True,True,True,True,True,True,True,True,True,True
1216,True,True,True,False,True,True,False,False,False,True
1217,False,True,False,True,False,True,False,True,True,False
1218,False,True,True,True,False,False,False,True,False,True
1219,True,False,True,False,True,True,True,True,False,True
1220,True,True,False,True,False,False,False,False,True,True
1221,True,False,True,False,False,False,False,True,False,True
1222,False,False,True,True,True,False,False,True,True,True
1223,False,False,False,True,False,False,False,False,False,True
1224,False,True,False,True,False,True,True,False,True,True
1225,True,False,True,True,True,False,False,False,True,True
1226,True,False,False,False,True,True,True,False,True,True
1227,True,False,False,True,True,False,True,True,True,True
1228,True,False,False,True,False,False,True,False,False,False
1229,True,True,False,False,False,False,False,True,True,True
1230,False,False,False,True,False,False,False,True,True,True
1231,False,True,True,True,True,True,True,True,True,True
1232,True,False,False,True,False,False,True,True,True,False
1233,False,True,False,True,False,True,False,True,False,True
1234,True,False,False,True,False,False,False,True,True,False
1235,True,False,True,True,True,False,True,True,False,False
1236,True,True,False,True,False,False,True,False,False,False
1237,False,False,False,True,True,True,False,False,False,True
1238,False,False,True,True,False,False,False,True,False,False
1239,True,False,True,False,True,False,False,False,True,False
1240,True,True,False,True,False,True,False,True,False,True
1241,True,True,True,False,True,False,False,False,True,False
1242,True,False,True,False,False,True,False,True,True,False
1243,True,False,True,True,True,False,False,False,True,False
1244,True,False,False,False,False,True,False,True,True,False
1245,False,False,True,True,False,True,False,True,False,False
1246,True,False,False,False,False,False,True,True,True,True
1247,False,False,True,True,True,False,True,True,True,True
1248,False,True,True,True,True,False,False,True,True,True
1249,False,False,True,True,True,True,False,False,True,True
1250,False,False,False,False,False,True,True,False,True,True
1251,False,True,True,True,True,False,True,True,True,True
1252,True,True,False,False,False,False,True,True,False,True
1253,True,True,True,True,False,True,False,False,False,True
1254,True,False,False,False,False,True,True,False,False,True
1255,True,True,True,True,False,False,False,True,True,True
1256,True,False,False,True,False,False,True,False,False,False
1257,False,True,False,False,False,False,True,True,False,False
1258,False,True,False,True,True,False,False,False,False,True
1259,False,True,True,False,False,False,False,True,True,False
1260,False,True,False,False,False,False,False,False,True,True
1261,True,True,False,True,False,True,False,True,True,False
1262,False,True,False,True,True,True,True,True,True,True
1263,True,False,True,True,True,True,True,False,False,False
1264,True,True,True,False,True,False,False,True,True,False
1265,False,True,False,False,False,False,False,True,True,False
1266,True,False,True,False,True,True,True,False,True,True
1267,False,True,False,True,False,True,False,True,False,False
1268,False,False,False,False,False,True,True,False,True,False
1269,False,True,False,True,False,True,True,True,False,True
1270,False,True,True,False,False,False,True,True,False,True
1271,False,False,False,True,False,True,False,True,False,True
1272,False,False,False,False,True,True,False,True,True,False
1273,True,False,False,False,True,False,False,True,False,True
1274,False,True,False,False,True,True,True,True,False,True
1275,False,True,False,True,True,False,True,False,False,False
1276,True,False,True,True,True,False,False,True,False,True
1277,True,False,True,True,False,False,False,False,True,False
1278,True,True,False,False,True,True,True,True,True,True
1279,False,False,True,True,True,True,False,True,False,True
1280,True,False,False,False,True,True,True,False,False,True
1281,True,False,True,False,True,True,True,True,True,False
1282,False,False,False,True,True,False,False,True,True,True
1283,True,True,False,True,True,True,False,True,False,False
1284,False,False,True,True,True,False,False,True,False,False
1285,False,False,False,True,False,False,False,True,True,True
1286,False,False,True,False,False,True,False,True,False,False
1287,True,True,True,True,False,True,False,True,True,True
1288,True,False,True,False,True,False,True,True,True,True
1289,True,False,False,True,False,False,True,False,True,False
1290,True,True,False,False,True,True,False,False,False,True
1291,True,True,False,False,True,True,True,True,True,True
1292,True,False,False,False,False,True,True,False,False,True
1293,True,True,False,False,True,True,True,True,False,True
1294,True,True,True,True,False,False,False,False,False,True
1295,True,False,True,True,True,True,True,False,True,False
1296,False,True,True,True,False,False,True,True,False,True
1297,False,True,True,False,False,False,True,False,False,True
1298,False,True,False,False,False,True,False,True,True,False
1299,True,False,False,True,False,True,False,True,True,False
1300,True,False,True,True,False,True,False,False,True,True
1301,True,False,True,False,True,True,False,True,False,False
1302,False,True,True,False,False,True,False,True,True,True
1303,False,False,False,False,True,False,True,True,False,True
1304,True,False,True,True,True,False,False,True,True,False
1305,True,False,True,False,False,False,True,True,True,False
1306,True,True,True,False,True,False,False,True,True,False
1307,False,False,True,True,False,True,True,True,True,False
1308,True,True,False,True,True,False,True,False,True,False
1309,True,True,True,True,True,True,True,False,False,True
1310,True,False,False,True,False,False,True,True,False,False
1311,True,False,False,False,False,True,False,False,False,False
1312,True,True,False,True,True,True,True,True,False,True
1313,False,True,False,False,False,True,False,False,True,True
1314,False,True,False,False,True,False,False,True,False,True
1315,False,True,True,True,False,False,True,True,True,False
1316,True,True,False,True,True,True,True,True,True,True
1317,False,True,True,False,False,True,True,False,True,False
1318,False,True,True,False,False,True,True,False,True,True
1319,True,False,False,True,False,True,True,True,True,False
1320,True,True,True,True,False,False,False,False,True,True
1321,False,True,False,False,False,False,True,True,True,False
1322,True,True,False,False,False,True,False,False,True,True
1323,True,False,False,False,False,False,True,False,False,True
1324,True,False,False,True,True,False,True,False,False,False
1325,True,True,True,False,False,False,True,True,True,True
1326,False,True,False,True,False,False,False,True,False,False
1327,True,True,False,True,True,True,True,True,False,True
1328,False,False,False,True,True,False,False,False,False,False
1329,False,False,False,False,False,True,False,False,True,False
1330,True,True,False,True,False,True,False,False,False,False
1331,False,True,True,True,False,True,False,True,False,True
1332,True,True,True,True,False,False,True,True,False,True
1333,False,False,True,True,False,True,False,True,False,True
1334,True,True,False,False,True,False,False,False,False,True
1335,True,True,False,False,True,True,False,True,False,False
1336,False,False,False,True,False,False,True,True,True,False
1337,True,False,False,True,True,False,True,False,True,False
1338,True,True,True,False,True,False,True,False,True,False
1339,False,False,True,True,True,False,False,False,True,False
1340,False,True,True,False,True,False,False,True,False,True
1341,True,True,False,False,False,False,True,False,True,True
1342,False,True,True,False,False,True,False,False,False,False
1343,False,True,False,True,True,True,True,True,True,True
1344,True,False,True,True,True,True,True,True,True,False
1345,False,True,True,True,False,True,False,True,True,False
1346,False,True,False,False,False,False,False,True,True,True
1347,False,True,True,True,True,True,False,True,True,False
1348,True,False,True,True,False,False,False,False,False,True
1349,True,True,False,True,False,True,True,True,False,True
1350,False,True,False,False,True,True,False,True,False,False
1351,False,True,False,True,True,True,True,True,False,True
1352,True,True,False,True,False,True,False,False,False,False
1353,True,True,False,True,False,False,False,True,True,True
1354,True,False,True,False,True,True,True,True,True,False
1355,True,True,True,False,False,True,False,True,True,True
1356,False,False,False,False,False,False,False,False,False,False
1357,False,False,False,False,False,True,True,True,True,True
1358,False,False,False,True,True,False,True,True,True,True
1359,False,False,False,False,False,False,True,True,True,True
1360,False,True,False,True,True,True,False,False,False,True
1361,True,True,True,True,True,False,True,True,True,True
1362,False,False,False,True,True,False,False,True,False,True
1363,False,True,True,True,False,False,False,True,True,False
1364,False,False,True,True,True,False,True,True,False,True
1365,True,True,False,False,False,False,False,False,True,True
1366,True,True,False,True,False,False,False,False,True,False
1367,False,False,False,True,False,False,False,False,True,False
1368,False,False,True,True,False,True,False,False,True,True
1369,True,False,True,True,True,False,True,True,True,False
1370,True,False,False,True,False,False,True,False,False,True
1371,False,False,True,False,True,True,False,False,True,False
1372,True,True,False,True,True,True,True,False,True,True
1373,True,True,True,False,True,False,True,False,False,True
1374,True,False,True,True,False,False,False,True,True,True
1375,False,True,False,False,False,True,True,True,False,False
1376,True,False,True,True,True,False,False,False,True,False
1377,True,True,True,False,False,False,True,False,True,True
1378,True,True,True,False,True,True,False,False,True,True
1379,False,False,True,True,True,True,False,False,False,False
1380,False,True,True,True,False,False,False,True,True,False
1381,True,True,False,True,False,False,False,True,True,False
1382,False,False,False,True,False,True,False,False,True,False
1383,False,True,True,False,True,False,True,True,True,True
1384,True,False,True,True,False,True,True,False,True,True
1385,False,True,True,False,True,True,False,False,True,False
1386,True,False,True,False,False,True,True,True,True,True
1387,False,True,True,True,True,False,True,False,False,True
1388,False,False,False,False,True,False,False,False,True,False
1389,False,True,True,True,True,True,True,True,True,False
1390,True,False,True,False,True,False,True,True,False,False
1391,True,False,False,True,True,True,False,True,True,True
1392,True,True,True,True,True,True,True,True,True,True
1393,True,False,False,True,True,False,False,True,True,True
1394,False,False,True,False,False,True,True,True,True,True
1395,False,True,True,False,False,True,True,False,False,False
1396,True,False,True,True,False,True,False,True,True,True
1397,True,True,False,False,True,True,False,True,False,False
1398,False,False,False,True,False,False,False,True,True,False
1399,False,True,False,False,False,False,False,False,True,False
1400,False,True,False,True,False,True,False,True,False,False
1401,True,True,True,False,True,True,False,True,False,False
1402,False,False,False,True,True,False,True,True,True,True
1403,True,False,True,True,False,True,True,False,True,True
1404,False,False,False,False,True,True,True,False,True,False
1405,True,True,True,True,True,True,False,False,False,True
1406,True,False,True,True,True,False,False,True,False,False
1407,False,False,True,True,True,True,True,True,False,True
1408,True,False,False,True,True,False,True,False,True,False
1409,False,True,False,False,True,True,True,True,True,False
1410,True,False,False,False,False,False,False,True,False,False
1411,True,False,True,False,False,True,True,False,True,False
1412,False,False,False,True,True,True,False,False,False,False
1413,False,False,False,False,False,False,True,True,True,True
1414,True,True,False,False,False,True,False,False,True,False
1415,False,True,False,False,True,True,False,True,True,False
1416,False,False,False,True,True,False,False,False,True,True
1417,True,True,True,True,True,True,False,False,True,False
1418,True,False,True,False,False,False,False,False,False,True
1419,True,False,False,True,False,True,False,True,True,True
1420,True,False,True,True,False,False,False,False,False,True
1421,False,False,True,False,True,False,False,False,True,True
1422,False,False,True,False,True,False,True,False,True,False
1423,False,True,False,False,False,False,False,False,True,False
1424,True,True,False,False,True,True,True,False,False,False
1425,False,True,False,True,False,False,True,False,False,True
1426,False,True,True,False,False,False,False,False,True,False
1427,False,True,True,False,False,False,True,True,False,True
1428,False,False,True,True,True,False,False,True,False,True
1429,True,False,False,True,False,False,True,True,False,True
1430,True,False,True,False,True,True,True,False,True,False
1431,False,False,True,True,False,False,False,True,True,False
1432,False,False,False,True,False,False,False,False,False,False
1433,False,True,False,True,True,False,True,True,False,True
1434,True,True,False,False,True,False,False,True,True,True
1435,False,False,True,False,True,False,True,True,True,False
1436,False,False,True,True,False,False,True,False,False,False
1437,False,False,False,False,True,True,False,True,True,True
1438,True,True,False,False,True,False,False,False,True,True
1439,False,True,True,False,True,False,False,True,False,False
1440,False,False,False,True,True,False,False,True,False,True
1441,False,False,False,False,False,False,False,False,True,True
1442,False,False,True,True,False,False,True,False,False,True
1443,True,True,True,True,True,False,True,True,False,True
1444,True,False,False,True,True,False,False,False,True,True
1445,False,True,True,True,False,True,False,False,False,False
1446,True,True,True,True,True,True,False,True,False,True
1447,False,False,True,True,False,False,True,True,False,True
1448,True,False,True,False,False,False,False,True,False,False
1449,False,False,False,False,False,True,False,False,False,False
1450,False,False,True,True,False,True,False,False,True,False
1451,True,True,False,False,True,False,False,True,True,True
1452,True,True,True,True,False,False,True,False,True,True
1453,False,True,True,True,False,True,False,False,False,True
1454,False,True,True,True,False,False,True,False,False,False
1455,True,True,False,True,True,False,False,True,True,True
1456,True,True,False,False,True,True,True,False,True,True
1457,True,False,True,False,False,False,False,False,True,False
1458,False,False,False,True,False,True,True,True,False,True
1459,False,True,False,True,False,False,True,False,True,True
1460,True,False,False,True,False,True,True,False,False,True
1461,True,True,False,True,True,False,True,True,True,False
1462,True,True,False,False,True,True,False,True,False,False
1463,False,True,False,False,True,False,False,False,False,True
1464,True,False,True,True,True,False,True,False,True,True
1465,True,True,True,False,False,True,True,False,True,True
1466,True,False,False,True,False,False,True,True,False,False
1467,True,False,True,False,True,False,False,True,False,True
1468,True,True,False,True,False,False,True,False,True,False
1469,False,True,True,True,True,True,False,False,False,False
1470,False,True,False,False,True,False,True,True,False,True
1471,False,True,False,True,False,True,False,True,True,False
1472,True,True,False,False,True,True,False,True,False,True
1473,False,False,True,True,True,True,False,False,False,True
1474,False,False,True,False,True,False,True,True,False,True
1475,True,True,True,True,True,False,True,True,True,False
1476,True,False,False,True,True,True,True,False,False,False
1477,False,False,False,False,True,False,False,False,False,False
1478,False,True,True,False,False,True,False,True,False,False
1479,True,True,False,False,True,True,False,False,False,True
1480,True,True,True,True,True,False,False,True,False,True
1481,True,True,True,True,False,True,True,False,True,True
1482,True,True,False,False,True,False,False,False,True,False
1483,True,False,True,False,False,False,False,True,False,True
1484,False,True,False,False,True,False,False,True,False,True
1485,False,False,False,True,True,False,False,False,True,False
1486,True,True,False,False,False,True,False,True,True,False
1487,True,False,False,False,False,True,False,True,True,True
1488,True,True,True,False,True,False,True,False,True,True
1489,False,True,False,False,True,False,False,False,True,True
1490,False,True,False,False,False,True,False,True,True,False
1491,True,True,False,True,True,False,False,True,False,False
1492,False,False,False,True,True,False,False,True,False,True
1493,True,True,False,False,False,True,False,False,False,True
1494,False,False,False,False,True,False,False,True,True,True
1495,False,False,False,True,True,True,False,True,False,False
1496,True,False,True,True,False,True,True,True,True,True
1497,True,True,True,False,False,True,False,True,True,True
1498,False,False,True,False,False,True,False,True,False,True
1499,False,True,True,False,True,False,True,False,True,True
1500,False,True,False,True,True,True,True,False,False,False
1501,True,False,False,True,True,True,False,False,False,False
1502,True,False,False,False,True,True,True,True,False,False
1503,True,False,True,False,False,False,False,False,False,False
1504,True,False,False,True,True,False,False,False,False,False
1505,True,False,True,True,True,True,True,True,True,False
1506,True,True,False,True,True,False,False,True,True,False
1507,False,True,False,False,False,True,True,True,True,False
1508,True,True,True,True,True,False,False,True,True,True
1509,True,True,True,False,False,True,True,True,True,False
1510,False,False,True,False,True,False,False,False,True,True
1511,False,True,True,False,True,False,False,False,True,True
1512,False,False,True,True,True,True,False,True,True,True
1513,False,True,False,True,False,False,True,True,True,True
1514,True,True,False,False,False,True,False,True,False,False
1515,False,True,True,False,True,False,True,True,False,True
1516,False,True,True,False,False,False,False,False,True,False
1517,False,True,True,False,False,True,True,False,False,False
1518,True,False,False,True,False,True,True,False,False,False
1519,True,False,False,False,True,False,False,True,False,True
1520,True,True,False,True,True,True,False,False,True,True
1521,True,True,True,False,True,False,False,False,False,True
1522,True,False,True,False,False,False,False,False,False,True
1523,False,False,True,True,False,False,False,True,False,True
1524,False,True,True,False,False,False,False,True,False,False
1525,True,True,False,False,False,False,False,True,True,False
1526,True,True,True,False,False,False,False,True,True,False
1527,True,True,False,True,True,True,True,False,True,True
1528,False,False,True,False,False,False,False,True,True,False
1529,False,False,True,True,True,True,True,True,True,True
1530,True,False,True,True,True,False,False,True,True,False
1531,False,True,False,True,False,True,True,True,False,True
1532,False,True,True,True,False,True,False,False,True,True
1533,True,False,True,True,True,True,False,False,False,False
1534,False,False,False,True,True,False,False,True,False,False
1535,False,False,False,True,True,False,True,True,False,True
1536,True,False,False,True,False,False,False,False,True,True
1537,True,True,False,False,False,True,True,False,False,False
1538,False,False,False,False,True,True,True,True,True,False
1539,True,False,True,True,False,True,False,True,False,True
1540,False,False,False,False,False,False,False,True,False,False
1541,True,False,True,True,False,True,True,True,False,False
1542,True,False,False,True,False,True,False,False,False,False
1543,True,False,True,False,False,True,False,True,False,True
1544,False,True,False,False,True,True,True,True,False,True
1545,False,False,False,True,True,False,False,False,True,False
1546,True,False,True,False,True,False,False,False,True,True
1547,False,False,True,True,True,True,True,False,False,True
1548,False,False,False,True,True,True,True,True,True,False
1549,True,False,True,True,True,False,False,True,False,False
1550,False,False,False,False,True,True,True,True,False,False
1551,False,False,True,True,True,False,False,False,False,False
1552,True,False,True,False,False,True,False,True,False,False
1553,False,False,False,True,False,False,True,True,True,False
1554,False,True,True,False,False,True,False,True,False,True
1555,True,True,True,True,False,False,True,True,True,False
1556,True,False,False,True,True,False,True,True,True,True
1557,False,False,True,False,False,True,True,False,True,False
1558,True,False,False,False,True,True,False,False,False,False
1559,True,True,True,True,True,False,False,False,False,False
1560,False,False,False,False,False,True,False,True,False,True
1561,False,False,True,True,True,False,False,True,False,False
1562,False,False,False,True,False,True,True,True,True,False
1563,False,True,False,True,True,True,False,True,True,True
1564,False,False,True,False,True,True,False,False,False,True
1565,True,False,False,True,False,False,True,True,False,False
1566,True,False,True,True,True,False,False,False,True,False
1567,False,True,True,True,False,True,False,False,True,True
1568,False,True,False,True,False,False,False,False,True,False
1569,False,True,True,False,True,True,True,False,False,True
1570,False,False,False,True,True,True,False,False,False,False
1571,False,False,False,True,False,False,False,False,True,True
1572,True,False,True,True,True,False,False,True,True,False
1573,False,False,False,True,True,False,False,False,True,False
1574,True,True,True,True,False,True,True,True,False,False
1575,False,True,True,False,True,False,True,True,False,True
1576,False,True,True,True,False,True,False,False,False,False
1577,True,True,True,False,True,False,True,True,False,False
1578,False,False,True,False,False,True,True,False,False,False
1579,True,False,True,False,True,False,False,False,True,True
1580,False,False,True,False,False,False,True,True,True,True
1581,True,True,False,True,False,True,False,True,False,True
1582,False,False,False,False,True,True,False,False,False,True
1583,True,False,True,False,True,True,False,False,False,False
1584,True,False,False,True,True,False,False,False,True,False
1585,False,False,False,True,True,True,True,False,False,True
1586,False,False,False,True,False,True,False,True,True,False
1587,True,True,True,True,True,True,False,True,True,False
1588,True,True,False,True,False,False,True,True,False,True
1589,False,False,False,True,False,True,False,False,True,False
1590,True,False,False,True,True,True,True,False,True,False
1591,False,True,True,True,True,False,False,False,True,False
1592,True,True,False,False,True,False,True,True,False,False
1593,True,False,False,True,False,False,True,True,False,False
1594,True,True,False,False,True,False,True,False,True,False
1595,False,True,True,False,True,True,False,False,True,False
1596,False,True,True,True,False,False,True,True,False,True
1597,True,True,False,False,True,False,False,False,False,False
1598,False,False,True,False,False,False,False,True,True,False
1599,False,False,False,True,True,False,True,True,True,False
1600,False,True,True,False,False,False,False,True,False,True
